,title,id,genres,cast,keywords,plot,word_soup
3362,A Serious Man,12573,"['comedy', 'drama']","['michaelstuhlbarg', 'richardkind', 'fredmelamed']","['professor', 'darkcomedy', 'telephonecall']","A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",professor darkcomedy telephonecall comedy drama michaelstuhlbarg richardkind fredmelamed
3363,Get Low,44718,"['comedy', 'drama', 'mystery']","['billmurray', 'sissyspacek', 'robertduvall']",['independentfilm'],"A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive.",independentfilm comedy drama mystery billmurray sissyspacek robertduvall
3364,Warlock,11342,"['adventure', 'comedy', 'fantasy']","['juliansands', 'lorisinger', 'richarde.grant']","['witch', 'cemetery', 'magic']","A warlock flees from the 17th to the 20th century, with a witch-hunter in hot pursuit. A Warlock (Julian Sands) is taken captive in Boston, Massachusetts in 1691 by a witch-hunter Giles Redferne (Richard Grant).  He is sentenced to death for his activities, including the bewitching of Redferne's bride-to-be, but before the execution a demon appears and propels the Warlock forward in time to 20th century Los Angeles, California. Redferne follows through the portal. The Warlock attempts to assemble The Grand Grimoire, a Satanic book that will reveal the ""true"" name of God.  Redferne and the Warlock then embark on a cat-and-mouse chase with the Grand Grimoire, and Kassandra (Lori Singer), a waitress who encounters Giles while he's attempting to find Warlock.",witch cemetery magic adventure comedy fantasy juliansands lorisinger richarde.grant
3365,Beyond the Lights,241771,"['romance', 'drama']","['gugumbatha-raw', 'nateparker', 'minniedriver']","['talent', 'success', 'musician']","Noni Jean is a hot new rising star. But not all is what it seems, and the pressure causes Noni to nearly fall apart - until she meets Kaz Nicol, a promising young cop and aspiring politician who's been assigned to her detail. Can Kaz's love give Noni the courage to find her own voice and break free to become the artist she was meant to be?",talent success musician romance drama gugumbatha-raw nateparker minniedriver
3366,A Single Man,34653,"['drama', 'romance']","['colinfirth', 'juliannemoore', 'nicholashoult']","['gay', 'basedonnovel', 'suicidal']","Adapted from a 1964 novel of the same name, the film follows a day in the life of George Falconer, a British college professor reeling with the recent and sudden loss of his longtime partner. This traumatic event makes George challenge his own will to live as he seeks the console of close friend Charley who is struggling with her own questions about life.",gay basedonnovel suicidal drama romance colinfirth juliannemoore nicholashoult
3367,The Last Temptation of Christ,11051,['drama'],"['willemdafoe', 'harveykeitel', 'barbarahershey']","['christianity', 'traitor', 'jesuschrist']","Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt. As he is put to death on the cross, Jesus is tempted by visions of an ordinary life married to Mary Magdalene.",christianity traitor jesuschrist drama willemdafoe harveykeitel barbarahershey
3368,Outside Providence,14578,"['romance', 'comedy', 'drama']","['shawnhatosy', 'amysmart', 'alecbaldwin']","['suicide', 'sex', 'sexuality']","In this coming-of-age comedy, Tim Dunphy is leading a go-nowhere existence, spending his days smoking pot and hanging out with his best friend, Drugs Delaney. But Tim's lazy days of getting high are jettisoned after a brush with the law convinces his blue-collar dad to send him to a Connecticut prep school. The one saving grace of the new school is Jane, a fellow student Tim falls for immediately.",suicide sex sexuality romance comedy drama shawnhatosy amysmart alecbaldwin
3369,Bride & Prejudice,57825,"['drama', 'comedy', 'music']","['aishwaryaraibachchan', 'martinhenderson', 'naveenandrews']","['indianlead', 'bollywood', 'moderndayadaptation']","A Bollywood update of Jane Austen's classic tale, in which Mrs. Bakshi is eager to find suitable husbands for her four unmarried daughters. When the rich single gentlemen Balraj and Darcy come to visit, the Bakshis have high hopes, though circumstance and boorish opinions threaten to get in the way of romance.",indianlead bollywood moderndayadaptation drama comedy music aishwaryaraibachchan martinhenderson naveenandrews
3370,Rabbit-Proof Fence,9555,"['adventure', 'drama', 'action']","['everlynsampi', 'tiannasansbury', 'lauramonaghan']","['childabuse', 'sistersisterrelationship', 'prosecution']","In 1931, three aboriginal girls escape after being plucked from their homes to be trained as domestic staff and set off on a trek across the Outback.",childabuse sistersisterrelationship prosecution adventure drama action everlynsampi tiannasansbury lauramonaghan
3371,Who's Your Caddy?,15581,['comedy'],"['mickpartridge', 'bigboi', 'sherrishepherd']",['sport'],"When ""street smart"" rapper Christopher ""C-Note"" Hawkins (Big Boi) applies for a membership to all-white Carolina Pines Country Club, the establishment's proprietors are hardly ready to oblige him.",sport comedy mickpartridge bigboi sherrishepherd
3372,Split Second,13006,"['thriller', 'action', 'horror']","['rutgerhauer', 'kimcattrall', 'michaelj.pollard']","['flooding', 'futuristic', 'policedetective']","In a futuristic London, the rising sea levels mean that large areas are under feet of water. Hauer plays a cop who previously lost his partner to some strange creature. Now the creature is back and its after him.",flooding futuristic policedetective thriller action horror rutgerhauer kimcattrall michaelj.pollard
3373,The Other Side of Heaven,16651,"['action', 'adventure', 'drama']","['christophergorham', 'annehathaway', 'joefolau']","['basedonnovel', 'biography']","John H. Groberg, a middle class kid from Idaho Falls, crosses the Pacific to become a Mormon missionary in the remote and exotic Tongan island kingdom during the 1950's. He leaves behind a loving family and the true love of his life, Jean. Through letters and musings across the miles, John shares his humbling and sometimes hilarious adventures with ""the girl back home"", and her letters buoy up his spirits in difficult times. John must struggle to overcome language barriers, physical hardship and deep-rooted suspicion to earn the trust and love of the Tongan people he has come to serve. Throughout his adventure-filled three years on the islands, he discovers friends and wisdom in the most unlikely places. John H. Groberg's Tongan odyssey will change his life forever.",basedonnovel biography action adventure drama christophergorham annehathaway joefolau
3374,Veer-Zaara,4251,"['drama', 'romance']","['shahrukhkhan', 'preityzinta', 'ranimukerji']","[""loveofone'slife"", 'pilot', 'classsociety']","The story of the love between Veer Pratap Singh, an Indian, and Zaara Hayaat Khan, a Pakistani...a love so great it knows no boundaries...",loveofone'slife pilot classsociety drama romance shahrukhkhan preityzinta ranimukerji
3375,Redbelt,12400,['drama'],"['chiwetelejiofor', 'timallen', 'alicebraga']","['filmmaking', 'filmproducer', 'videosurveillance']","Is there room for principle in Los Angeles? Mike Terry teaches jujitsu and barely makes ends meet. His Brazilian wife, whose family promotes fights, wants to see Mike in the ring making money, but to him competition is degrading. A woman sideswipes Mike's car and then, after an odd sequence of events, shoots out the studio's window. Later that evening, Mike rescues an action movie star in a fistfight at a bar. In return, the actor befriends Mike, gives him a gift, offers him work on his newest film, and introduces Mike's wife to his own - the women initiate business dealings. Then, things go sour all at once, Mike's debts mount, and going into the ring may be his only option.",filmmaking filmproducer videosurveillance drama chiwetelejiofor timallen alicebraga
3376,Cyrus,39053,"['comedy', 'drama', 'romance']","['johnc.reilly', 'jonahhill', 'marisatomei']",['mumblecore'],"With John's social life at a standstill and his ex-wife about to get remarried, a down on his luck divorcée finally meets the woman of his dreams, only to discover she has another man in her life - her son. Before long, the two are locked in a battle of wits for the woman they both love-and it appears only one man can be left standing when it's over.",mumblecore comedy drama romance johnc.reilly jonahhill marisatomei
3377,A Dog Of Flanders,104896,"['drama', 'family']","['jackwarden', 'jeremyjameskissner', 'jessejames']",[],"Poor but happy, young Nello and his grandfather live alone, delivering milk as a livelihood, in the outskirts of Antwerp, a city in Flanders (the Flemish or Dutch-speaking part of modern-day Belgium). They discover a beaten dog (a Bouvier, a large sturdy dog native to Flanders) and adopt it and nurse it back to health, naming it Patrasche, the middle name of Nello's mother Mary, who died when Nello was very young. Nello's mother was a talented artist, and like his mother, he delights in drawing, and his friend Aloise is his model and greatest fan and supporter.", drama family jackwarden jeremyjameskissner jessejames
3378,Auto Focus,14112,"['drama', 'crime']","['gregkinnear', 'willemdafoe', 'ritawilson']","['malenudity', 'adultery', 'basedonnovel']","A successful TV star during the 1960s, former ""Hogan's Heroes"" actor Bob Crane projects a wholesome family-man image, but this front masks his persona as a sex addict who records and photographs his many encounters with women, often with the help of his seedy friend, John Henry Carpenter. This biographical drama reveals how Crane's double life takes its toll on him and his family, and ultimately contributes to his death",malenudity adultery basedonnovel drama crime gregkinnear willemdafoe ritawilson
3379,Factory Girl,12271,['drama'],"['siennamiller', 'guypearce', 'haydenchristensen']","['newyork', 'alcohol', 'sex']","In the mid-1960s, wealthy debutant Edie Sedgwick meets artist Andy Warhol. She joins Warhol's famous Factory and becomes his muse. Although she seems to have it all, Edie cannot have the love she craves from Andy, and she has an affair with a charismatic musician, who pushes her to seek independence from the artist and the milieu.",newyork alcohol sex drama siennamiller guypearce haydenchristensen
3380,We Need to Talk About Kevin,71859,"['drama', 'thriller']","['johnc.reilly', 'tildaswinton', 'ezramiller']","['suburb', 'violence', 'killingspree']","The mother of a teenage sociopath who went on a high-school killing spree recalls her son's deranged behavior during childhood, as she deals with her grief.",suburb violence killingspree drama thriller johnc.reilly tildaswinton ezramiller
3381,The Christmas Candle,226354,"['drama', 'family']","['hansmatheson', 'samanthabarks', 'lesleymanville']","['angel', 'miracle', 'village']","Deep in the heart of the English countryside lies the enchanting village of Gladbury. Legend has it every 25 years an angel visits the village candlemaker and touches a single candle. Whoever lights this candle receives a miracle on Christmas Eve. But in 1890, at the dawn of the electric age, this centuries old legend may come to an end.",angel miracle village drama family hansmatheson samanthabarks lesleymanville
3382,The Mighty Macs,48620,"['action', 'drama']","['carlagugino', 'ellenburstyn', 'marleyshelton']","['sport', 'catholic', 'mothersuperior']","In the early 70s, Cathy Rush becomes the head basketball coach at a tiny, all-girls Catholic college. Though her team has no gym and no uniforms -- and the school itself is in danger of being sold -- Coach Rush looks to steer her girls to their first national championship.",sport catholic mothersuperior action drama carlagugino ellenburstyn marleyshelton
3383,Losin' It,33676,['comedy'],"['tomcruise', 'jackieearlehaley', 'johnstockwell']","['malenudity', 'femalenudity', 'mexico']","Set in 1965, four Los Angeles school friends -- Woody, Dave, Spider and Wendell -- go on a series of misadventures when they head to Tijuana, Mexico, for a night of cruisin', causing trouble, and to lose their virginity.",malenudity femalenudity mexico comedy tomcruise jackieearlehaley johnstockwell
3384,Mother and Child,37080,"['drama', 'romance']","['naomiwatts', 'samuell.jackson', 'annettebening']","['adoptivemother', 'nymphomaniac', 'motherdaughterrelationship']","The lives of three women have a commonality: adoption. Karen is a physical therapist who regrets that, as a teenager, she gave up her daughter for adoption. Elizabeth was an adopted child and is now a successful lawyer, but her personal life lacks warmth. Lucy and her husband have failed to conceive and now hope to adopt a baby to make their family complete.",adoptivemother nymphomaniac motherdaughterrelationship drama romance naomiwatts samuell.jackson annettebening
3385,March or Die,25388,"['action', 'adventure', 'drama']","['genehackman', 'terencehill', 'catherinedeneuve']","['gypsy', 'middleeast', 'foreignlegion']","The French Foreign Legion, in the early 20s, is tasked to protect a group of Archaeologists in the middle east. After scenes depicting the hardship of day-to-day Foreign Legion life, and the ragtag collection of people who join, the local Arabs take offence at the Archaeologists and declare Jihad. A large battle takes place, with the inevitable last stand.",gypsy middleeast foreignlegion action adventure drama genehackman terencehill catherinedeneuve
3386,Les visiteurs,11687,"['fantasy', 'comedy', 'sciencefiction']","['jeanreno', 'valérielemercier', 'christianclavier']","['servant', 'timetravel', 'clumsyfellow']","This outrageous time-travel comedy follows the misadventures of a wacky medieval knight (Jean Reno) and his faithful servant when they are accidentally transported to contemporary times by a senile sorcererMayhem rules as these 12th-century visitors try adapting to the wildly confusing modern world. To avoid being stuck here for good, however, they soon begin an all-out cosmic assault on their former castle -- now a luxury hotel -- in their quest to return to the past",servant timetravel clumsyfellow fantasy comedy sciencefiction jeanreno valérielemercier christianclavier
3387,Somewhere,39210,"['comedy', 'drama']","['stephendorff', 'chrispontius', 'erinwasson']","['milan', 'independentfilm', 'luxuryhotel']",A hard-living Hollywood actor re-examines his life after his 11-year-old daughter surprises him with a visit.,milan independentfilm luxuryhotel comedy drama stephendorff chrispontius erinwasson
3388,I Hope They Serve Beer in Hell,30128,"['comedy', 'drama']","['mattczuchry', 'jessebradford', 'marikadominczyk']","['femalenudity', 'basedonnovel', 'stripper']","Tucker decides to take an impromptu trip to celebrate his friend's bachelor party. He drags his friend into a lie with his fiancée, gets him into trouble and then abandons him in order to pursue a hilarious carnal interest. Tucker is disinvited to the wedding, and in order to get back in, Tucker has to find a way to balance his narcissism with the demands of friendship.",femalenudity basedonnovel stripper comedy drama mattczuchry jessebradford marikadominczyk
3389,Chairman of the Board,31535,['comedy'],"[""scott'carrottop'thompson"", 'courtneythorne-smith', 'larrymiller']","['inventor', 'invention', 'scandal']",A surfer becomes the head of a major company.,inventor invention scandal comedy scott'carrottop'thompson courtneythorne-smith larrymiller
3390,Hesher,44835,['drama'],"['josephgordon-levitt', 'natalieportman', 'rainnwilson']","['lossofmother', 'clerk', 'grocery']",A young boy has lost his mother and is losing touch with his father and the world around him. Then he meets Hesher who manages to make his life even more chaotic.,lossofmother clerk grocery drama josephgordon-levitt natalieportman rainnwilson
3391,Dom Hemingway,192134,"['comedy', 'crime', 'drama']","['judelaw', 'demiánbichir', 'richarde.grant']","['growingup', 'money', 'crime']","After spending 12 years in prison for keeping his mouth shut, notorious safe-cracker Dom Hemingway is back on the streets of London looking to collect what he's owed.",growingup money crime comedy crime drama judelaw demiánbichir richarde.grant
3392,Gerry,1956,"['mystery', 'drama', 'adventure']","['caseyaffleck', 'mattdamon']","['desperation', 'highway', 'wilderness']",Two friends named Gerry become lost in the desert after taking a wrong turn. Their attempts to find their way home only lead them into further trouble.,desperation highway wilderness mystery drama adventure caseyaffleck mattdamon
3393,The Heart of Me,24985,"['drama', 'romance']","['helenabonhamcarter', 'oliviawilliams', 'paulbettany']",[],"Drama set in 1930s London with two sisters, Madeleine married to Rickie, and Dinah, who falls in love with him. Rickie and Dinah begin an affair which is to have repercussions throughout all their lives.", drama romance helenabonhamcarter oliviawilliams paulbettany
3394,Freeheld,306745,"['romance', 'drama']","['juliannemoore', 'ellenpage', 'stevecarell']","['newjersey', 'equality', 'lesbianrelationship']",New Jersey car mechanic Stacie Andree and her police detective girlfriend Laurel Hester both battle to secure Hester's pension benefits after she was diagnosed with a terminal illness.,newjersey equality lesbianrelationship romance drama juliannemoore ellenpage stevecarell
3395,The Extra Man,47088,['comedy'],"['kevinkline', 'pauldano', 'katieholmes']","['independentfilm', 'womandirector']","THE EXTRA MAN is a sophisticated and moving comedy from filmmakers Shari Springer Berman and Robert Pulcini. THE EXTRA MAN follows Louis Ives (Paul Dano), a lonely dreamer who fancies himself the hero of an F. Scott Fitzgerald novel. When a deeply embarrassing incident forces him to leave his job at an exclusive Princeton prep school, Louis heads to New York City to make a fresh start. He quickly finds a 9 to 5 job at an environmental magazine, where he encounters an entrancing, green-obsessed co-worker Mary (Katie Holmes).",independentfilm womandirector comedy kevinkline pauldano katieholmes
3396,Трудно быть богом,110402,"['drama', 'sciencefiction']","['leonidyarmolnik', 'yuriytsurilo', 'natalyamoteva']",[],"A group of scientists is sent to the planet Arkanar to help the local civilization, which is in the Medieval phase of its own history, to find the right path to progress. Their task is a difficult one: they cannot interfere violently and in no case can they kill. The scientist Rumata tries to save the local intellectuals from their punishment and cannot avoid taking a position. As if the question were: what would you do in God's place? Director's statement Aleksei wanted to make this film his entire life. The road was a long one. This is not a film about cruelty, but about love. A love that was there, tangible, alive, and that resisted through the hardest of conditions.", drama sciencefiction leonidyarmolnik yuriytsurilo natalyamoteva
3397,Ca$h,27004,"['crime', 'thriller', 'comedy']","['seanbean', 'chrishemsworth', 'victoriaprofeta']","['independentfilm', 'money']","A stroke of good luck turns lethal for Sam Phelan and his wife Leslie when they are faced with a life-changing decision that brings strange and sinister Pyke Kubic to their doorstep. As Pyke leads Sam and Leslie on a tumultuous adventure through the streets of Chicago, each are pulled deeper and deeper into a desperate spiral of deception and violence – all in the name of money.",independentfilm money crime thriller comedy seanbean chrishemsworth victoriaprofeta
3398,Wah-Wah,15013,['drama'],"['gabrielbyrne', 'emilywatson', 'juliewalters']","['adultery', 'braintumor', 'southafrica']","Set at the end of the 1960s, as Swaziland is about to receive independence from United Kingdom, the film follows the young Ralph Compton, at 12, through his parents' traumatic separation, till he's 14. The film is largely based on Richard E. Grant's own experiences as a teenager in Swaziland, where his father was head of education for the British government administration.",adultery braintumor southafrica drama gabrielbyrne emilywatson juliewalters
3399,The Boondock Saints,8374,"['action', 'thriller', 'crime']","['willemdafoe', 'normanreedus', 'seanpatrickflanery']","['arbitrarylaw', 'boston', 'twinbrother']","With a God-inspired moral obligation to act against evil, twin brothers Conner and Murphy set out to rid Boston of criminals. However, rather than working within the system, these Irish Americans decide to take swift retribution into their own hands.",arbitrarylaw boston twinbrother action thriller crime willemdafoe normanreedus seanpatrickflanery
3400,Z 風暴,277519,"['crime', 'thriller']","['louiskoo', 'gordonlamka-tung', 'dadachan']",[],"This is a story about the biggest financial fraud attempted in Hong Kong, directed at the Government of Hong Kong and involved all 7 million Hong Kong citizens... no one is free from the scheme. Within the four decades of guarding Hong Kong's financial integrity, the ICAC has never come across an opponent so huge and so well organized as in the Z Torrent file... shadowy figures from the underworld of South America, Italy and Europe all ready to plot against the estimated 150 million dollars of Hong Kong citizens' tax money which was pooled in a fund called the WELFARE FUND. High profile chartered accountants, high ranking law enforcers, power lawyers, the super entrepreneurs; they all have their shares of play but none can really grasp the big picture; they are there only for what they desire most.", crime thriller louiskoo gordonlamka-tung dadachan
3401,Twixt,78381,"['horror', 'thriller']","['valkilmer', 'brucedern', 'benchaplin']","['sheriff', 'vampire', 'orphanage']","A writer with a declining career arrives in a small town as part of his book tour and gets caught up in a murder mystery involving a young girl. That night in a dream, he is approached by a mysterious young ghost named V. He's unsure of her connection to the murder in the town, but is grateful for the story being handed to him. Ultimately he is led to the truth of the story, surprised to find that the ending has more to do with his own life than he could ever have anticipated.",sheriff vampire orphanage horror thriller valkilmer brucedern benchaplin
3402,Снежная королева,164372,"['animation', 'fantasy']","['ivanokhlobystin', 'dmitriynagiev', 'lyudmilaartemeva']",[],"The ice-cold Snow Queen wishes to turn the world into a frozen landscape, with no light, no joy, no happiness, and no free will. A young man, Kai, is rumored to be the son of a man who is the queen's only remaining threat. He is abducted and held captive in the queen's palace, and it's up to his sister, Gerda, to rescue him. Gerda journeys across an icy land, facing difficult obstacles and meeting wonderful new friends that help her in her quest to set Kai free, defeat the Snow Queen, and save the world from eternal frost.", animation fantasy ivanokhlobystin dmitriynagiev lyudmilaartemeva
3403,Alpha and Omega: The Legend of the Saw Tooth Cave,294512,"['family', 'animation', 'comedy']","['deedeegreene', 'bendiskin', 'lindsaytorrance']",[],"The Alphas and Omegas share a thrilling adventure after Runt discovers the Saw Tooth Cave. Runt finds a wolf in need and lends a helping paw. Stars Ben Diskin &amp; Kate Higgins.  American computer-animated action-comedy/fantasy film exclusively from Walmart. It is the fourth film in the Alpha and Omega franchise and the sequel to Alpha and Omega, A Howl-iday Adventure, and The Great Wolf Games.", family animation comedy deedeegreene bendiskin lindsaytorrance
3404,Pale Rider,8879,"['romance', 'western']","['clinteastwood', 'michaelmoriarty', 'carriesnodgress']","['gunslinger', 'showdown', 'marshal']",A small gold mining camp is terrorised by a ruthless land owner wanting to take their land. Clint Eastwood arrives riding a pale horse just as a young girl is praying to God to help the miners. He is revealed to be a preacher with mysterious and possible otherworldly origins who teams up with the miners to defeat the land owner and the corrupt sheriff.,gunslinger showdown marshal romance western clinteastwood michaelmoriarty carriesnodgress
3405,Stargate: The Ark of Truth,13001,"['adventure', 'sciencefiction']","['benbrowder', 'amandatapping', 'christopherjudge']","['wormhole', 'spacetravel', 'supernaturalpowers']","SG-1 searches for an ancient weapon which could help them defeat the Ori, and discover it may be in the Ori's own home galaxy. As the Ori prepare to send ships through to the Milky Way to attack Earth, SG-1 travels to the Ori galaxy aboard the Odyssey. The International Oversight committee have their own plans and SG-1 finds themselves in a distant galaxy fighting two powerful enemies.",wormhole spacetravel supernaturalpowers adventure sciencefiction benbrowder amandatapping christopherjudge
3406,Dazed and Confused,9571,"['comedy', 'drama']","['jasonlondon', 'rorycochrane', 'wileywiggins']","['1970s', 'texas', 'highschool']","The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",1970s texas highschool comedy drama jasonlondon rorycochrane wileywiggins
3407,High School Musical 2,13649,"['comedy', 'drama', 'family']","['zacefron', 'vanessahudgens', 'ashleytisdale']","['musical', 'music', 'summer']","The East High Wildcats are ready to have the time of their lives. Troy (Zac Efron) is thrilled when he’s offered a job in a country club, but it’s all part of Sharpay’s (Ashley Tisdale) plot to lure him away from Gabriella (Vanessa Hudgens). How will it all turn out? All questions are answered on the night of the club’s Talent Show.",musical music summer comedy drama family zacefron vanessahudgens ashleytisdale
3408,Two Lovers and a Bear,325373,"['drama', 'romance']","['danedehaan', 'tatianamaslany', 'gordonpinsent']","['smalltown', 'lovers', 'bear']","Set in a small town near the North Pole where roads lead to nowhere, the story follows Roman and Lucy, two burning souls who come together to make a leap for life and inner peace.",smalltown lovers bear drama romance danedehaan tatianamaslany gordonpinsent
3409,Criminal Activities,334527,"['thriller', 'crime', 'drama']","['danstevens', 'johntravolta', 'michaelpitt']","['mobster', 'moneyproblems', 'borrow']",Four young men make a risky investment together that puts them in trouble with the mob.,mobster moneyproblems borrow thriller crime drama danstevens johntravolta michaelpitt
3410,Aimee & Jaguar,2211,"['drama', 'history', 'romance']","['mariaschrader', 'julianeköhler', 'johannawokalek']","['berlin', 'jew', 'forbiddenlove']","Berlin 1943/44 (""The Battle of Berlin""). Felice, an intelligent and courageous Jewish woman who lives under a false name, belongs to an underground organization. Lilly, a devoted mother of four, though an occasional unfaithful wife, is desperate for love. An unusual and passionate love between them blossoms despite the danger of persecution and nightly bombing raids. The Gestapo is on Felice's trail. Her friends flee, she decides to sit out the war with Lilly. One hot day in August 1944, the Gestapo is waiting in Lilly's flat...",berlin jew forbiddenlove drama history romance mariaschrader julianeköhler johannawokalek
3411,The Chumscrubber,13919,"['comedy', 'drama']","['jamiebell', 'camillabelle', 'justinchatwin']","['suicide', 'fathersonrelationship', 'surreal']","The Chumscrubber is a dark comedy about the lives of people who live in upper-class suburbia. It all begins when Dean Stiffle finds the body of his friend, Troy. He doesn't bother telling any of the adults because he knows they won't care. Everyone in town is too self consumed to worry about anything else than themselves. And everybody is on some form of drug just to get through their days.",suicide fathersonrelationship surreal comedy drama jamiebell camillabelle justinchatwin
3412,Shade,14576,"['action', 'thriller', 'crime']","['stuarttownsend', 'gabrielbyrne', 'thandienewton']",[],"Tiffany, Charlie and Vernon are con artists looking to up the ante from their typical scams. They figure a good way of doing this is taking down Dean ""The Dean"" Stevens, a well-known cardsharp, in a rigged game. However, they first need enough money to enter a game with Stevens, so they decide to strike a deal with fellow crook Larry Jennings to scam a local gangster -- which turns out to be a bad idea.", action thriller crime stuarttownsend gabrielbyrne thandienewton
3413,House at the End of the Street,82505,"['horror', 'thriller']","['jenniferlawrence', 'maxthieriot', 'elisabethshue']","['motherdaughterrelationship', 'crossdressing', 'violence']","A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.",motherdaughterrelationship crossdressing violence horror thriller jenniferlawrence maxthieriot elisabethshue
3414,Incendies,46738,"['drama', 'war', 'mystery']","['lubnaazabal', 'mélissadésormeaux-poulin', 'maximgaudette']","['prison', 'middleeast', 'rape']","A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",prison middleeast rape drama war mystery lubnaazabal mélissadésormeaux-poulin maximgaudette
3415,Ricordati di me,38970,"['drama', 'comedy', 'romance']","['fabriziobentivoglio', 'lauramorante', 'monicabellucci']",['eroticism'],"The story of a normal Italian family in which come out the dreams of those who have lost their possibilities and of those who want to realize them. Carlo and Giulia are a married couple who have each given up their aspirations in order to live an average life. Their 19-year-old son, Paolo, is having trouble finding an identity, while their 18-year-old daughter, Valentina, has already figured out how to use sex to her advantage. The family goes through a crisis when Carlo begins having an affair, Giulia attempt to seduce the director of a local stage production she is in, and Valentina does what she does best to land an audition for a TV show",eroticism drama comedy romance fabriziobentivoglio lauramorante monicabellucci
3416,Perrier’s Bounty,41009,"['action', 'comedy', 'crime']","['cillianmurphy', 'brendangleeson', 'jimbroadbent']",['suspense'],A gangster named Perrier looks to exact his revenge on a trio of fugitives responsible for the accidental death of one of his cronies.,suspense action comedy crime cillianmurphy brendangleeson jimbroadbent
3417,Tropa de Elite,7347,"['drama', 'action', 'crime']","['wagnermoura', 'caiojunqueira', 'andréramiro']","['slum', 'policebrutality', 'brazilian']","In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",slum policebrutality brazilian drama action crime wagnermoura caiojunqueira andréramiro
3418,Annabelle,250546,['horror'],"['annabellewallis', 'wardhorton', 'tonyamendola']","['prequel', 'evildoll', 'killerdoll']","John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.",prequel evildoll killerdoll horror annabellewallis wardhorton tonyamendola
3419,Bran Nue Dae,38415,"['comedy', 'drama', 'foreign']","['rockymckenzie', 'geoffreyrush', 'jessicamauboy']","['musical', 'womandirector']","In the Summer of 1965 a young man is filled with the life of the idyllic old pearling port Broome - fishing, hanging out with his mates and his girl. However his mother returns him to the religious mission for further schooling. After being punished for an act of youthful rebellion, he runs away from the mission on a journey that ultimately leads him back home.",musical womandirector comedy drama foreign rockymckenzie geoffreyrush jessicamauboy
3420,Boyz n the Hood,650,"['crime', 'drama']","['laurencefishburne', 'cubagoodingjr.', 'icecube']","['streetgang', 'blackpeople', 'rapmusic']",Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.,streetgang blackpeople rapmusic crime drama laurencefishburne cubagoodingjr. icecube
3421,La Bamba,16620,"['drama', 'music']","['loudiamondphillips', 'daniellevonzerneck', 'elizabethpeña']","['musical', 'death', 'dyingyoung']",Biographical story of the rise from nowhere of singer Ritchie Valens whose life was cut short by a plane crash.,musical death dyingyoung drama music loudiamondphillips daniellevonzerneck elizabethpeña
3422,The Four Seasons,25113,"['comedy', 'drama', 'romance']","['alanalda', 'carolburnett', 'lencariou']",[],"Three middle-aged wealthy couples take vacations together in Spring, Summer, Autumn and Winter. Along the way we are treated to mid-life, marital, parental and other crises.", comedy drama romance alanalda carolburnett lencariou
3423,Dressed to Kill,11033,"['horror', 'mystery', 'thriller']","['michaelcaine', 'angiedickinson', 'nancyallen']","['transvestism', 'taxi', 'prostitute']","A mysterious, tall, blonde woman, wearing sunglasses murders one of a psychiatrist's patients, and now she's after the prostitute who witnessed it.",transvestism taxi prostitute horror mystery thriller michaelcaine angiedickinson nancyallen
